X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,county,school_name,LSTREET1,LSTREET2,city,state,LZIP,LZIP4,PHONE,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,STATUS,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,CNTY,TOTFRL,FRELCH,REDLCH,DIRECTCERT,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,UG,AE,TOTMENROL,TOTFENROL,TOTAL,MEMBER,FTE,STUTERATIO,AMALM,AMALF,AM,ASALM,ASALF,AS_,BLALM,BLALF,BL,HPALM,HPALF,HP,HIALM,HIALF,HI,TRALM,TRALF,TR,WHALM,WHALF,WH,lat,lon,school_type,PPIN,STREET,ZIP,STFIP,LOCALE,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR
-84.2068,33.9457,25121,130255001125.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Norcross Elementary School,150 Hunt St,,Norcross,GA,30071.0,    ,(770)448-2188,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,712.0,626.0,86.0,125.0,8.0,144.0,126.0,125.0,146.0,114.0,143.0,,,,,,,,,,,420.0,386.0,806.0,806.0,61.7000007629395,13.06,1.0,3.0,4.0,29.0,20.0,49.0,62.0,75.0,137.0,0.0,0.0,0.0,312.0,277.0,589.0,8.0,2.0,10.0,8.0,9.0,17.0,33.9457,-84.2068,Public,,,,,,,,,,,,,,
-83.9007999999999,33.9908,25122,130255001127.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Dacula High School,123 Broad St,,Dacula,GA,30019.0,    ,(770)963-6664,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1271.0,971.0,300.0,94.0,,,,,,,,,,,735.0,656.0,574.0,533.0,,,,1275.0,1223.0,2498.0,2498.0,143.300003051758,17.43,0.0,0.0,0.0,48.0,50.0,98.0,609.0,576.0,1185.0,1.0,3.0,4.0,332.0,334.0,666.0,44.0,57.0,101.0,241.0,203.0,444.0,33.9908,-83.9008,Public,,,,,,,,,,,,,,
-84.0003,33.9488000010001,25123,130255001129.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Central Gwinnett High School,564 W Crogan St,,Lawrenceville,GA,30046.0,    ,(770)963-8041,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1565.0,1276.0,289.0,108.0,,,,,,,,,,,687.0,674.0,528.0,491.0,,,,1164.0,1216.0,2380.0,2380.0,158.399993896484,15.03,1.0,2.0,3.0,61.0,54.0,115.0,483.0,548.0,1031.0,0.0,2.0,2.0,473.0,426.0,899.0,40.0,54.0,94.0,106.0,130.0,236.0,33.9488,-84.0003,Public,,,,,,,,,,,,,,
-84.1163,33.861200001,25124,130255001130.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Camp Creek Elementary School,958 Cole Rd SW,,Lilburn,GA,30047.0,    ,(770)921-1626,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,479.0,361.0,118.0,47.0,33.0,211.0,210.0,207.0,207.0,236.0,234.0,,,,,,,,,,,656.0,682.0,1338.0,1338.0,91.1999969482422,14.67,1.0,2.0,3.0,144.0,136.0,280.0,133.0,159.0,292.0,0.0,2.0,2.0,133.0,122.0,255.0,35.0,41.0,76.0,210.0,220.0,430.0,33.8612,-84.1163,Public,,,,,,,,,,,,,,
-84.04,34.0998000000001,25125,130255001131.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Sugar Hill Elementary School,939 Level Creek Rd,,Sugar Hill,GA,30518.0,    ,(770)945-5735,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,493.0,372.0,121.0,80.0,3.0,160.0,178.0,178.0,211.0,183.0,194.0,,,,,,,,,,,588.0,519.0,1107.0,1107.0,87.0,12.72,1.0,2.0,3.0,81.0,79.0,160.0,113.0,105.0,218.0,1.0,0.0,1.0,137.0,136.0,273.0,37.0,36.0,73.0,218.0,161.0,379.0,34.0998,-84.04,Public,,,,,,,,,,,,,,
-84.212,33.967000001,25126,130255001132.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Norcross High School,5300 Spalding Dr,,Norcross,GA,30092.0,    ,(770)448-3674,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1659.0,1387.0,272.0,175.0,,,,,,,,,,,738.0,693.0,566.0,611.0,,,,1332.0,1276.0,2608.0,2608.0,168.5,15.48,0.0,2.0,2.0,48.0,54.0,102.0,361.0,337.0,698.0,0.0,0.0,0.0,732.0,684.0,1416.0,31.0,37.0,68.0,160.0,162.0,322.0,33.967,-84.212,Public,,,,,,,,,,,,,,
-84.1342,33.9871000000001,25127,130255001133.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Harris Elementary School,3123 Claiborne Dr,,Duluth,GA,30096.0,    ,(770)476-2241,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,441.0,357.0,84.0,63.0,1.0,89.0,118.0,107.0,104.0,106.0,119.0,,,,,,,,,,,336.0,308.0,644.0,644.0,55.0,11.71,0.0,1.0,1.0,58.0,57.0,115.0,71.0,61.0,132.0,0.0,1.0,1.0,141.0,144.0,285.0,13.0,12.0,25.0,53.0,32.0,85.0,33.9871,-84.1342,Public,,,,,,,,,,,,,,
-84.0103999999999,33.8539000000001,25128,130255001134.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Britt Elementary School,2503 Skyland Dr,,Snellville,GA,30078.0,    ,(770)972-4500,Not Virtual,KG,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,458.0,386.0,72.0,85.0,,98.0,95.0,113.0,87.0,105.0,101.0,,,,,,,,,,,299.0,300.0,599.0,599.0,41.9000015258789,14.3,1.0,0.0,1.0,16.0,12.0,28.0,164.0,174.0,338.0,0.0,0.0,0.0,75.0,76.0,151.0,23.0,13.0,36.0,20.0,25.0,45.0,33.8539,-84.0104,Public,,,,,,,,,,,,,,
-84.0069999999999,33.8539000000001,25129,130255001135.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,South Gwinnett High School,2288 Main St E,,Snellville,GA,30078.0,    ,(770)972-4840,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1551.0,1255.0,296.0,157.0,,,,,,,,,,,700.0,671.0,670.0,636.0,,,,1348.0,1329.0,2677.0,2677.0,148.399993896484,18.04,4.0,5.0,9.0,27.0,31.0,58.0,945.0,968.0,1913.0,3.0,1.0,4.0,263.0,258.0,521.0,48.0,35.0,83.0,58.0,31.0,89.0,33.8539,-84.007,Public,,,,,,,,,,,,,,
-84.0031,33.834099999,25130,130255001136.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Snellville Middle School,3155 Pate Rd,,Snellville,GA,30078.0,    ,(770)972-1530,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,662.0,552.0,110.0,89.0,,,,,,,,274.0,311.0,297.0,,,,,,,,442.0,440.0,882.0,882.0,55.7999992370605,15.81,0.0,2.0,2.0,16.0,3.0,19.0,276.0,298.0,574.0,1.0,0.0,1.0,109.0,96.0,205.0,10.0,21.0,31.0,30.0,20.0,50.0,33.8341,-84.0031,Public,,,,,,,,,,,,,,
-84.1151,33.8402,25131,130255001137.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Mountain Park Elementary School,1500 Pounds Rd SW,,Lilburn,GA,30047.0,    ,(770)921-2224,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,355.0,294.0,61.0,62.0,21.0,109.0,92.0,93.0,100.0,103.0,128.0,,,,,,,,,,,338.0,308.0,646.0,646.0,43.2000007629395,14.95,1.0,2.0,3.0,76.0,60.0,136.0,88.0,79.0,167.0,0.0,0.0,0.0,69.0,71.0,140.0,22.0,20.0,42.0,82.0,76.0,158.0,33.8402,-84.1151,Public,,,,,,,,,,,,,,
-83.9795999999999,34.0973000000001,25132,130255001138.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Harmony Elementary School,3946 S Bogan Rd,,Buford,GA,30519.0,    ,(770)945-7272,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,182.0,150.0,32.0,29.0,1.0,83.0,75.0,108.0,107.0,113.0,122.0,,,,,,,,,,,314.0,295.0,609.0,609.0,47.0,12.96,0.0,1.0,1.0,58.0,52.0,110.0,71.0,67.0,138.0,0.0,0.0,0.0,45.0,46.0,91.0,17.0,20.0,37.0,123.0,109.0,232.0,34.0973,-83.9796,Public,,,,,,,,,,,,,,
-83.9569999999999,33.8919000000001,25133,130255001139.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Grayson Elementary School,460 Grayson Pkwy,,Grayson,GA,30017.0,    ,(770)963-7189,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,481.0,362.0,119.0,55.0,2.0,153.0,151.0,153.0,205.0,174.0,171.0,,,,,,,,,,,527.0,482.0,1009.0,1009.0,71.9000015258789,14.03,1.0,0.0,1.0,45.0,31.0,76.0,256.0,248.0,504.0,1.0,0.0,1.0,87.0,72.0,159.0,22.0,30.0,52.0,115.0,101.0,216.0,33.8919,-83.957,Public,,,,,,,,,,,,,,
-84.086,33.9254,25134,130255001140.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Bethesda Elementary School,525 Bethesda School Rd,,Lawrenceville,GA,30044.0,    ,(770)921-2000,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,896.0,747.0,149.0,87.0,2.0,173.0,214.0,180.0,194.0,202.0,183.0,,,,,,,,,,,587.0,561.0,1148.0,1148.0,88.5,12.97,0.0,1.0,1.0,43.0,61.0,104.0,122.0,113.0,235.0,1.0,0.0,1.0,380.0,351.0,731.0,19.0,12.0,31.0,22.0,23.0,45.0,33.9254,-84.086,Public,,,,,,,,,,,,,,
-84.074,33.895600001,25135,130255001142.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Gwin Oaks Elementary School,400 Gwin Oaks Dr,,Lawrenceville,GA,30044.0,    ,(770)972-3110,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,385.0,289.0,96.0,51.0,36.0,158.0,151.0,164.0,183.0,178.0,190.0,,,,,,,,,,,575.0,485.0,1060.0,1060.0,74.4000015258789,14.25,3.0,1.0,4.0,145.0,103.0,248.0,111.0,126.0,237.0,1.0,0.0,1.0,124.0,105.0,229.0,37.0,28.0,65.0,154.0,122.0,276.0,33.8956,-84.074,Public,,,,,,,,,,,,,,
-84.0692999999999,33.8842000000001,25136,130255001143.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Five Forks Middle School,3250 River Dr,,Lawrenceville,GA,30044.0,    ,(770)972-1506,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,515.0,371.0,144.0,34.0,,,,,,,,423.0,412.0,383.0,,,,,,,,611.0,607.0,1218.0,1218.0,72.0,16.92,1.0,3.0,4.0,113.0,102.0,215.0,182.0,170.0,352.0,0.0,0.0,0.0,110.0,130.0,240.0,40.0,34.0,74.0,165.0,168.0,333.0,33.8842,-84.0693,Public,,,,,,,,,,,,,,
-84.1075999999999,33.926499999,25137,130255001144.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Sweetwater Middle School,3500 Cruse Rd,,Lawrenceville,GA,30044.0,    ,(770)923-4131,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1254.0,1059.0,195.0,103.0,,,,,,,,463.0,520.0,497.0,,,,,,,,775.0,705.0,1480.0,1480.0,104.5,14.16,0.0,0.0,0.0,41.0,47.0,88.0,176.0,142.0,318.0,1.0,0.0,1.0,525.0,484.0,1009.0,12.0,12.0,24.0,20.0,20.0,40.0,33.9265,-84.1076,Public,,,,,,,,,,,,,,
-83.8574,33.9439,25138,130255001249.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Harbins Elementary School,3550 New Hope Rd,,Dacula,GA,30019.0,    ,(770)682-4270,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,657.0,494.0,163.0,52.0,5.0,181.0,231.0,223.0,242.0,264.0,266.0,,,,,,,,,,,732.0,680.0,1412.0,1412.0,102.5,13.78,0.0,4.0,4.0,25.0,24.0,49.0,298.0,316.0,614.0,3.0,0.0,3.0,154.0,133.0,287.0,62.0,39.0,101.0,190.0,164.0,354.0,33.9439,-83.8574,Public,,,,,,,,,,,,,,
-84.008000001,34.0011000000001,25139,130255001632.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Creekland Middle School,170 Russell Rd,,Lawrenceville,GA,30043.0,    ,(770)338-4700,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,963.0,720.0,243.0,71.0,,,,,,,,593.0,628.0,639.0,,,,,,,,958.0,902.0,1860.0,1860.0,117.0,15.9,2.0,1.0,3.0,93.0,96.0,189.0,336.0,283.0,619.0,0.0,2.0,2.0,307.0,299.0,606.0,55.0,61.0,116.0,165.0,160.0,325.0,34.0011,-84.008,Public,,,,,,,,,,,,,,
-84.1032,34.0136000000001,25140,130255001633.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Hull Middle School,1950 Old Peachtree Rd,,Duluth,GA,30097.0,    ,(770)232-3200,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,455.0,336.0,119.0,46.0,,,,,,,,387.0,420.0,445.0,,,,,,,,663.0,589.0,1252.0,1252.0,81.0,15.46,0.0,4.0,4.0,225.0,202.0,427.0,198.0,183.0,381.0,0.0,1.0,1.0,111.0,90.0,201.0,41.0,35.0,76.0,88.0,74.0,162.0,34.0136,-84.1032,Public,,,,,,,,,,,,,,
-83.9419,33.8391,25141,130255001635.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Magill Elementary School,3900 Brushy Fork Rd,,Loganville,GA,30052.0,    ,(770)554-1030,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,911.0,775.0,136.0,185.0,16.0,200.0,198.0,215.0,208.0,214.0,223.0,,,,,,,,,,,682.0,592.0,1274.0,1274.0,82.5999984741211,15.42,7.0,4.0,11.0,10.0,10.0,20.0,419.0,335.0,754.0,0.0,0.0,0.0,170.0,168.0,338.0,20.0,24.0,44.0,56.0,51.0,107.0,33.8391,-83.9419,Public,,,,,,,,,,,,,,
-83.9141999999999,33.8952,25142,130255001638.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,McConnell Middle School,550 Ozora Rd,,Loganville,GA,30052.0,    ,(770)554-1000,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1107.0,871.0,236.0,102.0,,,,,,,,704.0,672.0,800.0,,,,,,,,1090.0,1086.0,2176.0,2176.0,131.5,16.55,4.0,3.0,7.0,32.0,32.0,64.0,576.0,603.0,1179.0,1.0,0.0,1.0,214.0,186.0,400.0,65.0,61.0,126.0,198.0,201.0,399.0,33.8952,-83.9142,Public,,,,,,,,,,,,,,
-84.0685999999999,33.8032000000001,25143,130255001901.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Annistown Elementary School,3150 Spain Rd,,Snellville,GA,30039.0,    ,(770)979-2950,Not Virtual,KG,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,533.0,457.0,76.0,104.0,,106.0,102.0,117.0,119.0,145.0,120.0,,,,,,,,,,,340.0,369.0,709.0,709.0,55.0,12.89,0.0,0.0,0.0,18.0,23.0,41.0,183.0,204.0,387.0,0.0,0.0,0.0,97.0,114.0,211.0,17.0,14.0,31.0,25.0,14.0,39.0,33.8032,-84.0686,Public,,,,,,,,,,,,,,
-84.139799999,33.8720000000001,25144,130255001902.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Arcado Elementary School,5150 Arcado Rd SW,,Lilburn,GA,30047.0,    ,(770)925-2100,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,509.0,406.0,103.0,71.0,9.0,163.0,156.0,161.0,159.0,156.0,173.0,,,,,,,,,,,482.0,495.0,977.0,977.0,72.0999984741211,13.55,3.0,5.0,8.0,146.0,140.0,286.0,99.0,118.0,217.0,0.0,0.0,0.0,151.0,153.0,304.0,18.0,16.0,34.0,65.0,63.0,128.0,33.872,-84.1398,Public,,,,,,,,,,,,,,
-84.173199999,33.9346,25145,130255001903.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Beaver Ridge Elementary School,1978 Beaver Ruin Rd,,Norcross,GA,30071.0,    ,(770)447-6307,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,780.0,679.0,101.0,117.0,51.0,138.0,168.0,159.0,143.0,161.0,163.0,,,,,,,,,,,524.0,459.0,983.0,983.0,74.6999969482422,13.16,2.0,1.0,3.0,26.0,28.0,54.0,118.0,91.0,209.0,0.0,1.0,1.0,353.0,312.0,665.0,7.0,15.0,22.0,18.0,11.0,29.0,33.9346,-84.1732,Public,,,,,,,,,,,,,,
-84.1141,33.907,25146,130255001905.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Berkmar High School,405 Pleasant Hill Rd NW,,Lilburn,GA,30047.0,    ,(770)921-3636,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,2315.0,1941.0,374.0,119.0,,,,,,,,,,,855.0,962.0,658.0,554.0,,,,1586.0,1443.0,3029.0,3029.0,190.899993896484,15.87,2.0,0.0,2.0,110.0,92.0,202.0,293.0,294.0,587.0,0.0,2.0,2.0,1127.0,1006.0,2133.0,18.0,17.0,35.0,36.0,32.0,68.0,33.907,-84.1141,Public,,,,,,,,,,,,,,
-84.040000001,33.8837,25147,130255001906.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Brookwood High School,1255 Dogwood Rd,,Snellville,GA,30078.0,    ,(770)972-7642,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1253.0,881.0,372.0,89.0,,,,,,,,,,,1040.0,1020.0,943.0,875.0,,,,1964.0,1914.0,3878.0,3878.0,203.100006103516,19.09,3.0,5.0,8.0,379.0,357.0,736.0,631.0,622.0,1253.0,0.0,1.0,1.0,325.0,340.0,665.0,103.0,86.0,189.0,523.0,503.0,1026.0,33.8837,-84.04,Public,,,,,,,,,,,,,,
-83.8946999999999,33.9913000010001,25148,130255001907.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Dacula Middle School,137 Dacula Rd,,Dacula,GA,30019.0,    ,(770)963-1110,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1069.0,827.0,242.0,78.0,,,,,,,,608.0,600.0,631.0,,,,,,,,941.0,898.0,1839.0,1839.0,107.0,17.19,1.0,1.0,2.0,43.0,42.0,85.0,440.0,425.0,865.0,2.0,1.0,3.0,234.0,231.0,465.0,55.0,37.0,92.0,166.0,161.0,327.0,33.9913,-83.8947,Public,,,,,,,,,,,,,,
-84.0649,33.8543,25149,130255001909.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Head Elementary School,1801 Hewatt Rd SW,,Lilburn,GA,30047.0,    ,(770)972-8050,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,284.0,218.0,66.0,25.0,5.0,118.0,104.0,135.0,123.0,138.0,129.0,,,,,,,,,,,388.0,364.0,752.0,752.0,51.4000015258789,14.63,2.0,0.0,2.0,59.0,71.0,130.0,116.0,102.0,218.0,0.0,1.0,1.0,61.0,76.0,137.0,31.0,29.0,60.0,119.0,85.0,204.0,33.8543,-84.0649,Public,,,,,,,,,,,,,,
-84.0724999999999,33.8258000000001,25150,130255001910.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Shiloh Middle School,4285 Shiloh Rd,,Snellville,GA,30039.0,    ,(770)972-3224,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1307.0,1137.0,170.0,171.0,,,,,,,,557.0,551.0,630.0,,,,,,,,922.0,816.0,1738.0,1738.0,115.099998474121,15.1,1.0,4.0,5.0,38.0,24.0,62.0,556.0,502.0,1058.0,0.0,2.0,2.0,251.0,212.0,463.0,32.0,39.0,71.0,44.0,33.0,77.0,33.8258,-84.0725,Public,,,,,,,,,,,,,,
-84.186256,33.9777060000001,25151,130255001931.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Berkeley Lake Elementary School,4300 S Berkeley Lake Rd NW,,Duluth,GA,30096.0,    ,(770)446-0947,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,427.0,353.0,74.0,35.0,25.0,117.0,137.0,142.0,131.0,133.0,134.0,,,,,,,,,,,417.0,402.0,819.0,819.0,64.0,12.8,0.0,0.0,0.0,51.0,54.0,105.0,70.0,63.0,133.0,1.0,1.0,2.0,193.0,175.0,368.0,16.0,23.0,39.0,86.0,86.0,172.0,33.977706,-84.186256,Public,,,,,,,,,,,,,,
-84.0697,33.8236000000001,25152,130255001937.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Shiloh High School,4210 Shiloh Rd,,Snellville,GA,30039.0,    ,(770)972-8471,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1426.0,1156.0,270.0,141.0,,,,,,,,,,,643.0,636.0,473.0,451.0,,,,1200.0,1003.0,2203.0,2203.0,134.199996948242,16.42,1.0,1.0,2.0,35.0,43.0,78.0,804.0,672.0,1476.0,0.0,1.0,1.0,294.0,218.0,512.0,27.0,34.0,61.0,39.0,34.0,73.0,33.8236,-84.0697,Public,,,,,,,,,,,,,,
-84.147399999,33.9079,25153,130255001938.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Hopkins Elementary School,1315 Dickens Rd NW,,Lilburn,GA,30047.0,    ,(770)564-2661,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,925.0,810.0,115.0,104.0,34.0,183.0,176.0,171.0,159.0,165.0,197.0,,,,,,,,,,,539.0,546.0,1085.0,1085.0,85.6999969482422,12.66,1.0,1.0,2.0,36.0,21.0,57.0,53.0,40.0,93.0,0.0,2.0,2.0,418.0,455.0,873.0,8.0,10.0,18.0,23.0,17.0,40.0,33.9079,-84.1474,Public,,,,,,,,,,,,,,
-84.228941,33.9846600000001,25154,130255001960.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Pinckneyville Middle School,5440 W Jones Bridge Rd,,Peachtree Corners,GA,30092.0,    ,(770)263-0860,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,635.0,542.0,93.0,85.0,,,,,,,,427.0,394.0,385.0,,,,,,,,618.0,588.0,1206.0,1206.0,83.0,14.53,1.0,1.0,2.0,26.0,39.0,65.0,170.0,186.0,356.0,2.0,1.0,3.0,209.0,209.0,418.0,29.0,18.0,47.0,181.0,134.0,315.0,33.98466,-84.228941,Public,,,,,,,,,,,,,,
-84.0420999999999,33.8806000000001,25155,130255001961.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Brookwood Elementary School,1330 Holly Brook Rd,,Snellville,GA,30078.0,    ,(770)736-4360,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,534.0,408.0,126.0,43.0,4.0,215.0,232.0,207.0,257.0,273.0,273.0,,,,,,,,,,,762.0,699.0,1461.0,1461.0,96.1999969482422,15.19,4.0,5.0,9.0,149.0,138.0,287.0,264.0,244.0,508.0,1.0,0.0,1.0,118.0,106.0,224.0,38.0,36.0,74.0,188.0,170.0,358.0,33.8806,-84.0421,Public,,,,,,,,,,,,,,
-84.1484,33.9228000000001,25156,130255001980.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Meadowcreek High School,4455 Steve Reynolds Blvd,,Norcross,GA,30093.0,    ,(770)381-9680,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,2109.0,1827.0,282.0,184.0,,,,,,,,,,,862.0,739.0,560.0,502.0,,,,1493.0,1170.0,2663.0,2663.0,184.100006103516,14.46,1.0,0.0,1.0,80.0,55.0,135.0,254.0,205.0,459.0,2.0,0.0,2.0,1115.0,878.0,1993.0,14.0,14.0,28.0,27.0,18.0,45.0,33.9228,-84.1484,Public,,,,,,,,,,,,,,
