X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,county,school_name,LSTREET1,LSTREET2,city,state,LZIP,LZIP4,PHONE,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,STATUS,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,CNTY,TOTFRL,FRELCH,REDLCH,DIRECTCERT,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,UG,AE,TOTMENROL,TOTFENROL,TOTAL,MEMBER,FTE,STUTERATIO,AMALM,AMALF,AM,ASALM,ASALF,AS_,BLALM,BLALF,BL,HPALM,HPALF,HP,HIALM,HIALF,HI,TRALM,TRALF,TR,WHALM,WHALF,WH,lat,lon,school_type,PPIN,STREET,ZIP,STFIP,LOCALE,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR
-84.0094,33.8099,25157,130255001981.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Norton Elementary School,3050 Xavier Ray Ct,,Snellville,GA,30039.0,    ,(770)985-1933,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,730.0,626.0,104.0,134.0,47.0,146.0,144.0,141.0,155.0,161.0,158.0,,,,,,,,,,,510.0,442.0,952.0,952.0,66.8000030517578,14.25,0.0,2.0,2.0,12.0,11.0,23.0,343.0,296.0,639.0,0.0,0.0,0.0,106.0,90.0,196.0,27.0,23.0,50.0,22.0,20.0,42.0,33.8099,-84.0094,Public,,,,,,,,,,,,,,
-84.0202,33.927800001,25158,130255002004.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Richards Middle School,3555 Sugarloaf Pkwy,,Lawrenceville,GA,30044.0,    ,(770)995-7133,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1587.0,1303.0,284.0,107.0,,,,,,,,654.0,644.0,688.0,,,,,,,,993.0,993.0,1986.0,1986.0,127.400001525879,15.59,2.0,2.0,4.0,67.0,80.0,147.0,288.0,291.0,579.0,2.0,0.0,2.0,552.0,559.0,1111.0,26.0,20.0,46.0,56.0,41.0,97.0,33.9278,-84.0202,Public,,,,,,,,,,,,,,
-84.1290999999999,33.9177,25159,130255002005.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Minor Elementary School,4129 Shady Dr NW,,Lilburn,GA,30047.0,    ,(770)925-9543,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,718.0,623.0,95.0,68.0,33.0,132.0,155.0,140.0,137.0,135.0,167.0,,,,,,,,,,,445.0,454.0,899.0,899.0,76.4000015258789,11.77,3.0,2.0,5.0,41.0,43.0,84.0,94.0,102.0,196.0,0.0,0.0,0.0,270.0,270.0,540.0,13.0,9.0,22.0,24.0,28.0,52.0,33.9177,-84.1291,Public,,,,,,,,,,,,,,
-84.0049999999999,33.9633000000001,25160,130255002039.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Phoenix High School,501 W Pike St,,Lawrenceville,GA,30046.0,    ,(770)513-6862,Not Virtual,09,12,High,1.0,Alternative Education School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,224.0,199.0,25.0,29.0,,,,,,,,,,,39.0,152.0,270.0,301.0,,,,372.0,390.0,762.0,762.0,34.0,22.41,1.0,3.0,4.0,14.0,9.0,23.0,123.0,103.0,226.0,0.0,0.0,0.0,207.0,247.0,454.0,6.0,8.0,14.0,21.0,20.0,41.0,33.9633,-84.005,Public,,,,,,,,,,,,,,
-84.026899999,33.9776000000001,25161,130255002040.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,McKendree Elementary School,1600 Riverside Pkwy,,Lawrenceville,GA,30043.0,    ,(678)377-8933,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,679.0,539.0,140.0,102.0,42.0,162.0,153.0,146.0,167.0,175.0,168.0,,,,,,,,,,,510.0,503.0,1013.0,1013.0,75.9000015258789,13.35,0.0,0.0,0.0,43.0,41.0,84.0,207.0,185.0,392.0,0.0,0.0,0.0,158.0,180.0,338.0,36.0,27.0,63.0,66.0,70.0,136.0,33.9776,-84.0269,Public,,,,,,,,,,,,,,
-84.022299999,33.9273000000001,25162,130255002041.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Cedar Hill Elementary School,3615 Sugarloaf Pkwy,,Lawrenceville,GA,30044.0,    ,(770)962-5015,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,704.0,561.0,143.0,84.0,5.0,120.0,154.0,153.0,148.0,150.0,170.0,,,,,,,,,,,463.0,437.0,900.0,900.0,65.5,13.74,3.0,2.0,5.0,46.0,32.0,78.0,146.0,153.0,299.0,0.0,0.0,0.0,214.0,205.0,419.0,18.0,15.0,33.0,36.0,30.0,66.0,33.9273,-84.0223,Public,,,,,,,,,,,,,,
-84.147499999,34.0183000000001,25163,130255002082.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Chattahoochee Elementary School,2930 Albion Farm Rd,,Duluth,GA,30097.0,    ,(770)497-9907,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,466.0,341.0,125.0,42.0,24.0,149.0,182.0,182.0,202.0,190.0,178.0,,,,,,,,,,,548.0,559.0,1107.0,1107.0,83.0,13.34,1.0,0.0,1.0,95.0,89.0,184.0,176.0,176.0,352.0,0.0,0.0,0.0,132.0,132.0,264.0,26.0,46.0,72.0,118.0,116.0,234.0,34.0183,-84.1475,Public,,,,,,,,,,,,,,
-83.9034,33.9998000000001,25164,130255002125.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Dacula Elementary School,2500 Fence Rd,,Dacula,GA,30019.0,    ,(770)963-7174,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,665.0,515.0,150.0,72.0,23.0,159.0,159.0,205.0,220.0,203.0,219.0,,,,,,,,,,,598.0,590.0,1188.0,1188.0,82.0999984741211,14.47,0.0,0.0,0.0,28.0,33.0,61.0,190.0,208.0,398.0,1.0,1.0,2.0,169.0,159.0,328.0,38.0,45.0,83.0,172.0,144.0,316.0,33.9998,-83.9034,Public,,,,,,,,,,,,,,
-84.0758,33.8284,25165,130255002126.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Shiloh Elementary School,2400 Ross Rd,,Snellville,GA,30039.0,    ,(770)985-6883,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,555.0,465.0,90.0,102.0,15.0,123.0,100.0,125.0,121.0,130.0,105.0,,,,,,,,,,,379.0,340.0,719.0,719.0,58.7999992370605,12.23,2.0,0.0,2.0,35.0,24.0,59.0,208.0,190.0,398.0,0.0,0.0,0.0,83.0,86.0,169.0,22.0,14.0,36.0,29.0,26.0,55.0,33.8284,-84.0758,Public,,,,,,,,,,,,,,
-84.0055,33.8906000000001,25166,130255002176.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Pharr Elementary School,1500 North Rd,,Snellville,GA,30078.0,    ,(770)985-0244,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,413.0,325.0,88.0,46.0,61.0,111.0,131.0,133.0,112.0,118.0,124.0,,,,,,,,,,,412.0,378.0,790.0,790.0,62.0999984741211,12.72,0.0,2.0,2.0,44.0,33.0,77.0,173.0,139.0,312.0,0.0,2.0,2.0,121.0,100.0,221.0,16.0,27.0,43.0,58.0,75.0,133.0,33.8906,-84.0055,Public,,,,,,,,,,,,,,
-84.0088,33.9071000000001,25167,130255002196.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Crews Middle School,1000 Old Snellville Hwy,,Lawrenceville,GA,30044.0,    ,(770)982-6940,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,466.0,351.0,115.0,41.0,,,,,,,,457.0,478.0,486.0,,,,,,,,700.0,721.0,1421.0,1421.0,85.0,16.72,1.0,5.0,6.0,139.0,130.0,269.0,249.0,235.0,484.0,1.0,1.0,2.0,101.0,108.0,209.0,29.0,37.0,66.0,180.0,205.0,385.0,33.9071,-84.0088,Public,,,,,,,,,,,,,,
-84.1188999999999,33.9963000000001,25168,130255002197.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Mason Elementary School,3030 Bunten Rd,,Duluth,GA,30096.0,    ,(770)232-3370,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,374.0,283.0,91.0,62.0,3.0,139.0,147.0,167.0,172.0,158.0,177.0,,,,,,,,,,,509.0,454.0,963.0,963.0,64.0,15.05,1.0,4.0,5.0,172.0,159.0,331.0,164.0,129.0,293.0,0.0,1.0,1.0,89.0,67.0,156.0,19.0,33.0,52.0,64.0,61.0,125.0,33.9963,-84.1189,Public,,,,,,,,,,,,,,
-84.0535,33.7939000010001,25169,130255002211.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Partee Elementary School,4350 Campbell Rd,,Snellville,GA,30039.0,    ,(770)982-6920,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,532.0,438.0,94.0,86.0,31.0,121.0,122.0,125.0,136.0,117.0,101.0,,,,,,,,,,,396.0,357.0,753.0,753.0,59.7000007629395,12.61,1.0,0.0,1.0,27.0,19.0,46.0,264.0,240.0,504.0,0.0,0.0,0.0,74.0,67.0,141.0,17.0,16.0,33.0,13.0,15.0,28.0,33.7939,-84.0535,Public,,,,,,,,,,,,,,
-83.9958,34.0104000000001,25170,130255002214.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Taylor Elementary School,600 Taylor School Dr,,Lawrenceville,GA,30043.0,    ,(770)338-4680,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,474.0,345.0,129.0,40.0,4.0,150.0,137.0,133.0,153.0,148.0,148.0,,,,,,,,,,,460.0,413.0,873.0,873.0,62.0999984741211,14.06,1.0,1.0,2.0,49.0,39.0,88.0,146.0,126.0,272.0,1.0,1.0,2.0,137.0,118.0,255.0,34.0,30.0,64.0,92.0,98.0,190.0,34.0104,-83.9958,Public,,,,,,,,,,,,,,
-84.1663,33.9216000010001,25171,130255002267.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Meadowcreek Elementary School,5025 Georgia Belle Ct,,Norcross,GA,30093.0,    ,(770)931-5701,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,755.0,655.0,100.0,86.0,21.0,135.0,180.0,119.0,119.0,146.0,119.0,,,,,,,,,,,469.0,370.0,839.0,839.0,75.9000015258789,11.05,4.0,2.0,6.0,17.0,16.0,33.0,74.0,54.0,128.0,1.0,0.0,1.0,355.0,287.0,642.0,11.0,7.0,18.0,7.0,4.0,11.0,33.9216,-84.1663,Public,,,,,,,,,,,,,,
-84.0067999999999,34.0499,25172,130255002322.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Rock Springs Elementary School,888 Rock Springs Rd,,Lawrenceville,GA,30043.0,    ,(770)932-7474,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,357.0,255.0,102.0,39.0,24.0,134.0,145.0,108.0,123.0,104.0,111.0,,,,,,,,,,,368.0,381.0,749.0,749.0,57.9000015258789,12.94,2.0,1.0,3.0,53.0,42.0,95.0,101.0,129.0,230.0,1.0,1.0,2.0,119.0,103.0,222.0,25.0,28.0,53.0,67.0,77.0,144.0,34.0499,-84.0068,Public,,,,,,,,,,,,,,
-83.9389,34.0305000000001,25173,130255002323.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Freeman's Mill Elementary School,2303 Old Peachtree Rd,,Lawrenceville,GA,30043.0,    ,(678)377-8955,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,425.0,327.0,98.0,54.0,4.0,162.0,145.0,205.0,171.0,171.0,199.0,,,,,,,,,,,541.0,516.0,1057.0,1057.0,69.6999969482422,15.16,0.0,4.0,4.0,87.0,69.0,156.0,138.0,144.0,282.0,0.0,0.0,0.0,124.0,111.0,235.0,42.0,35.0,77.0,150.0,153.0,303.0,34.0305,-83.9389,Public,,,,,,,,,,,,,,
-84.2311999999999,33.9440000000001,25174,130255002324.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Stripling Elementary School,6155 Atlantic Blvd,,Norcross,GA,30071.0,    ,(770)582-7577,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,662.0,578.0,84.0,130.0,23.0,116.0,145.0,142.0,125.0,120.0,116.0,,,,,,,,,,,419.0,368.0,787.0,787.0,63.0,12.49,1.0,1.0,2.0,5.0,3.0,8.0,174.0,157.0,331.0,1.0,0.0,1.0,206.0,172.0,378.0,16.0,20.0,36.0,16.0,15.0,31.0,33.944,-84.2312,Public,,,,,,,,,,,,,,
-84.097,34.0937000000001,25175,130255002325.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Riverside Elementary School,5445 Settles Bridge Rd,,Suwanee,GA,30024.0,    ,(678)482-1000,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,113.0,75.0,38.0,15.0,6.0,110.0,139.0,179.0,152.0,193.0,188.0,,,,,,,,,,,516.0,451.0,967.0,967.0,67.5999984741211,14.3,2.0,0.0,2.0,169.0,202.0,371.0,57.0,42.0,99.0,1.0,0.0,1.0,41.0,36.0,77.0,26.0,25.0,51.0,220.0,146.0,366.0,34.0937,-84.097,Public,,,,,,,,,,,,,,
-83.9238999999999,33.8686000000001,25176,130255002387.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Grayson High School,50 Hope Hollow Rd,,Loganville,GA,30052.0,    ,(770)554-1071,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1387.0,1020.0,367.0,125.0,,,,,,,,,,,894.0,845.0,822.0,723.0,,,,1661.0,1623.0,3284.0,3284.0,192.600006103516,17.05,7.0,3.0,10.0,105.0,97.0,202.0,938.0,925.0,1863.0,2.0,4.0,6.0,306.0,282.0,588.0,75.0,88.0,163.0,228.0,224.0,452.0,33.8686,-83.9239,Public,,,,,,,,,,,,,,
-84.1231,33.936400001,25177,130255002898.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Corley Elementary School,1331 Pleasant Hill Rd,,Lawrenceville,GA,30044.0,    ,(678)924-5330,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,957.0,823.0,134.0,84.0,24.0,182.0,174.0,186.0,166.0,186.0,178.0,,,,,,,,,,,537.0,559.0,1096.0,1096.0,85.5999984741211,12.8,1.0,2.0,3.0,17.0,25.0,42.0,130.0,133.0,263.0,0.0,0.0,0.0,364.0,375.0,739.0,13.0,11.0,24.0,12.0,13.0,25.0,33.9364,-84.1231,Public,,,,,,,,,,,,,,
-83.9363999999999,34.0970999990001,25178,130255002899.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Ivy Creek Elementary School,3443 Ridge Rd,,Buford,GA,30519.0,    ,(678)714-3655,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,475.0,371.0,104.0,45.0,33.0,223.0,262.0,266.0,271.0,252.0,265.0,,,,,,,,,,,802.0,770.0,1572.0,1572.0,96.5999984741211,16.27,1.0,3.0,4.0,176.0,142.0,318.0,161.0,155.0,316.0,1.0,0.0,1.0,177.0,161.0,338.0,38.0,47.0,85.0,248.0,262.0,510.0,34.0971,-83.9364,Public,,,,,,,,,,,,,,
-84.0448,34.1256000000001,25179,130255002900.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Sycamore Elementary School,5695 Sycamore Rd,,Sugar Hill,GA,30518.0,    ,(678)714-5770,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,449.0,357.0,92.0,48.0,47.0,117.0,121.0,126.0,119.0,140.0,111.0,,,,,,,,,,,418.0,363.0,781.0,781.0,63.0,12.4,0.0,1.0,1.0,26.0,28.0,54.0,82.0,63.0,145.0,0.0,1.0,1.0,168.0,165.0,333.0,28.0,16.0,44.0,114.0,89.0,203.0,34.1256,-84.0448,Public,,,,,,,,,,,,,,
-83.9134999999999,33.8916,25180,130255002901.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Cooper Elementary School,555 Ozora Rd,,Loganville,GA,30052.0,    ,(770)554-7050,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,728.0,548.0,180.0,86.0,8.0,217.0,213.0,259.0,247.0,250.0,253.0,,,,,,,,,,,766.0,681.0,1447.0,1447.0,99.5,14.54,0.0,1.0,1.0,28.0,15.0,43.0,409.0,397.0,806.0,1.0,0.0,1.0,115.0,87.0,202.0,43.0,48.0,91.0,170.0,133.0,303.0,33.8916,-83.9135,Public,,,,,,,,,,,,,,
-84.0910000009999,34.0137,25181,130255002902.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Parsons Elementary School,1615 Old Peachtree Rd NW,,Suwanee,GA,30024.0,    ,(678)957-3050,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,235.0,181.0,54.0,28.0,41.0,126.0,139.0,157.0,142.0,119.0,144.0,,,,,,,,,,,456.0,412.0,868.0,868.0,69.5,12.49,0.0,1.0,1.0,210.0,184.0,394.0,91.0,94.0,185.0,0.0,0.0,0.0,49.0,60.0,109.0,24.0,24.0,48.0,82.0,49.0,131.0,34.0137,-84.091,Public,,,,,,,,,,,,,,
-84.0873,34.0131000000001,25182,130255002903.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Peachtree Ridge High School,1555 Old Peachtree Rd NW,,Suwanee,GA,30024.0,    ,(678)957-3100,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,1234.0,900.0,334.0,94.0,,,,,,,,,,,815.0,837.0,832.0,816.0,,,,1638.0,1662.0,3300.0,3300.0,176.100006103516,18.74,0.0,3.0,3.0,430.0,455.0,885.0,527.0,504.0,1031.0,1.0,2.0,3.0,392.0,421.0,813.0,68.0,61.0,129.0,220.0,216.0,436.0,34.0131,-84.0873,Public,,,,,,,,,,,,,,
-84.070805,33.9254240000001,25183,130255002904.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Alford Elementary,2625 Lawrenceville Hwy,,Lawrenceville,GA,30044.0,    ,(678)924-5300,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,709.0,570.0,139.0,74.0,13.0,139.0,133.0,128.0,138.0,154.0,191.0,,,,,,,,,,,450.0,446.0,896.0,896.0,65.5,13.68,1.0,1.0,2.0,43.0,38.0,81.0,95.0,98.0,193.0,0.0,0.0,0.0,253.0,273.0,526.0,12.0,11.0,23.0,46.0,25.0,71.0,33.925424,-84.070805,Public,,,,,,,,,,,,,,
-83.8715999999999,34.0758000010001,25184,130255002905.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Duncan Creek Elementary,4500 Braselton Hwy,,Hoschton,GA,30548.0,    ,(678)714-5800,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,410.0,299.0,111.0,45.0,18.0,192.0,210.0,224.0,227.0,260.0,266.0,,,,,,,,,,,728.0,669.0,1397.0,1397.0,85.6999969482422,16.3,3.0,0.0,3.0,103.0,114.0,217.0,153.0,149.0,302.0,1.0,2.0,3.0,120.0,102.0,222.0,43.0,39.0,82.0,305.0,263.0,568.0,34.0758,-83.8716,Public,,,,,,,,,,,,,,
-83.8783,34.0791,25185,130255003376.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Mill Creek High School,4400 Braselton Hwy,,Hoschton,GA,30548.0,    ,(678)714-5850,Not Virtual,09,12,High,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,633.0,446.0,187.0,57.0,,,,,,,,,,,699.0,686.0,700.0,754.0,,,,1395.0,1444.0,2839.0,2839.0,165.899993896484,17.11,3.0,4.0,7.0,151.0,128.0,279.0,347.0,314.0,661.0,2.0,1.0,3.0,193.0,203.0,396.0,71.0,72.0,143.0,628.0,722.0,1350.0,34.0791,-83.8783,Public,,,,,,,,,,,,,,
-83.8729670009999,34.0780140000001,25186,130255003380.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Osborne Middle School,4404 Braselton Hwy,,Hoschton,GA,30548.0,    ,(770)904-5400,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,422.0,292.0,130.0,44.0,,,,,,,,508.0,571.0,588.0,,,,,,,,849.0,818.0,1667.0,1667.0,106.599998474121,15.64,2.0,1.0,3.0,114.0,100.0,214.0,189.0,198.0,387.0,1.0,3.0,4.0,144.0,137.0,281.0,38.0,38.0,76.0,361.0,341.0,702.0,34.078014,-83.872967,Public,,,,,,,,,,,,,,
-83.8633,34.0316,25187,130255003381.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Mulberry Elementary School,442 E Union Grove Cir,,Auburn,GA,30011.0,    ,(678)226-7460,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,41-Rural: Fringe,Gwinnett County,13135,298.0,234.0,64.0,48.0,31.0,102.0,100.0,120.0,123.0,122.0,112.0,,,,,,,,,,,368.0,342.0,710.0,710.0,54.5,13.03,1.0,0.0,1.0,20.0,19.0,39.0,137.0,119.0,256.0,0.0,0.0,0.0,85.0,73.0,158.0,21.0,23.0,44.0,104.0,108.0,212.0,34.0316,-83.8633,Public,,,,,,,,,,,,,,
-83.922052,33.9231520000001,25188,130255003382.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Lovin Elementary School,1705 New Hope Rd,,Lawrenceville,GA,30045.0,    ,(678)518-6940,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,563.0,450.0,113.0,74.0,54.0,131.0,141.0,152.0,144.0,134.0,137.0,,,,,,,,,,,456.0,437.0,893.0,893.0,72.0,12.4,0.0,1.0,1.0,13.0,11.0,24.0,249.0,254.0,503.0,2.0,1.0,3.0,115.0,101.0,216.0,17.0,19.0,36.0,60.0,50.0,110.0,33.923152,-83.922052,Public,,,,,,,,,,,,,,
-84.1285,33.9038,25189,130255003385.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Berkmar Middle School,4355 Lawrenceville Hwy NW,,Lilburn,GA,30047.0,    ,(770)638-2300,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,967.0,820.0,147.0,57.0,,,,,,,,346.0,356.0,382.0,,,,,,,,561.0,523.0,1084.0,1084.0,79.5,13.64,1.0,0.0,1.0,44.0,37.0,81.0,93.0,87.0,180.0,0.0,0.0,0.0,398.0,380.0,778.0,6.0,9.0,15.0,19.0,10.0,29.0,33.9038,-84.1285,Public,,,,,,,,,,,,,,
-83.9372,34.1032999990001,25190,130255003388.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Jones Middle School,3575 Ridge Rd,,Buford,GA,30519.0,    ,(770)904-5450,Not Virtual,06,08,Middle,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,558.0,421.0,137.0,45.0,,,,,,,,514.0,554.0,494.0,,,,,,,,781.0,781.0,1562.0,1562.0,91.6999969482422,17.03,2.0,1.0,3.0,155.0,128.0,283.0,216.0,189.0,405.0,2.0,0.0,2.0,153.0,158.0,311.0,33.0,37.0,70.0,220.0,268.0,488.0,34.1033,-83.9372,Public,,,,,,,,,,,,,,
-83.957553,34.0891140000001,25191,130255003393.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Patrick Elementary School,2707 Kilgore Rd,,Buford,GA,30519.0,    ,(678)765-5260,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,395.0,303.0,92.0,45.0,14.0,129.0,126.0,156.0,156.0,151.0,159.0,,,,,,,,,,,448.0,443.0,891.0,891.0,58.9000015258789,15.13,1.0,1.0,2.0,93.0,95.0,188.0,133.0,135.0,268.0,1.0,0.0,1.0,115.0,99.0,214.0,24.0,20.0,44.0,81.0,93.0,174.0,34.089114,-83.957553,Public,,,,,,,,,,,,,,
-83.8989,33.9684000010001,25192,130255003395.0,2022-2023,GA,1302550.0,GA-667,Gwinnett County,Alcova Elementary School,770 Ewing Chapel Rd,,Dacula,GA,30019.0,    ,(678)376-8500,Not Virtual,PK,05,Elementary,1.0,Regular School,Currently operational ,21-Suburb: Large,Gwinnett County,13135,924.0,715.0,209.0,83.0,3.0,203.0,242.0,214.0,242.0,249.0,283.0,,,,,,,,,,,719.0,717.0,1436.0,1436.0,98.4000015258789,14.59,1.0,1.0,2.0,35.0,37.0,72.0,379.0,386.0,765.0,1.0,1.0,2.0,185.0,193.0,378.0,35.0,31.0,66.0,83.0,68.0,151.0,33.9684,-83.8989,Public,,,,,,,,,,,,,,
